Caption / Title,Item ID,Digital Image ID,Digital Image Source ID,Series ID,Series Title,Coverage Temporal,Coverage Place,Creating Agency ID,Creating Agency Title
Federal and State Government correspondence re the question of whether members of the Australian Expeditionary Forces are liable for types of taxation and if certain conditions of Crown Land selections need to be met 24 September 1914 to 23 February 1915,ITM2046866,DR25282,https://www.archivessearch.qld.gov.au/api/download_file/DR25282 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Financial statement outlining accounts and funds of the Queensland War Council at 27 February 1922,ITM1994544,DR24602,https://www.archivessearch.qld.gov.au/api/download_file/DR24602 ,S16752,Financial Records,Various decades,Queensland,A1674,Queensland War Council
FISHER William Archibald 4 July 1916 to 25 September 1919,ITM2161251,DR27001,https://www.archivessearch.qld.gov.au/api/download_file/DR27001 ,S5171,Orders and Elections,1910 to 1919,Queensland,A191,Supreme Court Southern District Brisbane
Flyer advertising a Benefit Night at Wynnum South to raise money for the Anzac fund 17 October 1917,ITM2105346,DR26090,https://www.archivessearch.qld.gov.au/api/download_file/DR26090 ,S6773,Anzac Workers Committee Correspondence,1910 to 1919,Brisbane City,A1674,Queensland War Council
Flyer advertising a reunion for returned sailors and soldiers 10 August 1922,ITM2139936,DR26928,https://www.archivessearch.qld.gov.au/api/download_file/DR26928 ,S16865,General Correspondence,1920 to 1929,Brisbane City,A1521,Police Department Police Service Commissioners Office
Flyer advertising the programme of the Patriotic Motor Gymkhana organised by The Automobile Club of Queensland 10 October 1914,ITM2131420,DR26788,https://www.archivessearch.qld.gov.au/api/download_file/DR26788 ,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Flyer advertising the stump capping ceremony for the first Oxley Anzac Cottage to be performed by the Hon. the Premier Mr. T. J. Ryan,ITM2105347,DR26091,https://www.archivessearch.qld.gov.au/api/download_file/DR26091 ,S6773,Anzac Workers Committee Correspondence,1910 to 1919,Brisbane City,A1674,Queensland War Council
Flyer advertising the stump capping ceremony for the first Wynnum Anzac Cottage to be performed by the the Minister for Railways Hon. J. Harry Coyne 9 September 1917,ITM2105348,DR26092,https://www.archivessearch.qld.gov.au/api/download_file/DR26092 ,S6773,Anzac Workers Committee Correspondence,1910 to 1919,Brisbane City,A1674,Queensland War Council
Flyer outlining the objectives of the Citizens Volunteer force for Home Defence 15 February 1915,ITM2148273,DR26983,https://www.archivessearch.qld.gov.au/api/download_file/DR26983 ,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Flyer titled Menace of War and Conscription advertising a meeting to mark the  20 year anniversary of the defeat of the first conscription referendum 1 November 1936,ITM2041781,DR25159,https://www.archivessearch.qld.gov.au/api/download_file/DR25159 ,S16865,General Correspondence,1930 to 1939,Brisbane City,A1521,Police Department Police Service Commissioners Office
Front cover of The New South Wales Red Cross Record April 1917,ITM1656291,DR22243,https://www.archivessearch.qld.gov.au/api/download_file/DR22243 ,S5402,Inwards and General Correspondence,1910 to 1919,New South Wales,A112,Chief Secretarys Department
Gayndah War Memorial circa 1920 to 1929,ITM1994552,DR24655,https://www.archivessearch.qld.gov.au/api/download_file/DR24655 ,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1920 to 1929,North Burnett Region,A107,Colonial Secretarys Office
General order and circular from the General Traffic Superintendent Queensland Railways about freight charges for gifts carried by rail for Patriotic Funds 26 August 1914 to 7 September 1914,ITM2148296,DR27014,https://www.archivessearch.qld.gov.au/api/download_file/DR27014 ,S9790,Hard Batch Series,1910 to 1919,Queensland,A366,Railway Department
Government Printing Office Great War Honour Roll 1914 to 1919,ITM1692101,DR27005,https://www.archivessearch.qld.gov.au/api/download_file/DR27005 ,S19911,Objects,1910 to 1919,Queensland,A2192,Government Printing Office
Henri an orphaned French boy adopted by diggers as a First World War mascot. From left to right Tim Tovell Henri and Ted Tovell,ITM2105338,DR26082,https://www.archivessearch.qld.gov.au/api/download_file/DR26082 ,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Queensland,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
HURNEY James 20 November 1914,ITM2041682,DR25492,https://www.archivessearch.qld.gov.au/api/download_file/DR25492 ,S6220,Ecclesiastical Files,1910 to 1919,Queensland,A267,Supreme Court Northern District Townsville
Index to minutes of meetings of the Queensland War Council  17 September 1917 to 18 February 1918,ITM314710,DR24593,https://www.archivessearch.qld.gov.au/api/download_file/DR24593 ,S16750,Indexes to Minutes,1910 to 1919,Queensland,A1674,Queensland War Council
Index to minutes of meetings of the Queensland War Council 4 March 1918 to 5 September 1921,ITM314711,DR24594,https://www.archivessearch.qld.gov.au/api/download_file/DR24594 ,S16750,Indexes to Minutes,Various decades,Queensland,A1674,Queensland War Council
Information supplied to the Chief Secretarys Office from the Manager Central Queensland Meat Export Co Ltd 15 Novemebr 1915 to 29 November 1915,ITM2039085,DR25137,https://www.archivessearch.qld.gov.au/api/download_file/DR25137 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Inquest file outlining the magisterial inquiry into the circumstances surrounding the death of Richard Warne a returned soldier 26 August 1919 to 17 September 1919,ITM2036413,DR25108,https://www.archivessearch.qld.gov.au/api/download_file/DR25108 ,S36,Inquest files,1910 to 1919,Queensland,A19,Justice Department 
Invitation and notification about a patriotic meeting to establish the Public Service Patriotic Fund 10 August 1914 to 25 August 1914,ITM1999818,DR24868,https://www.archivessearch.qld.gov.au/api/download_file/DR24868 ,S8400,Special Batches,1910 to 1919,Brisbane City,A123,Home Secretarys Office
Invitation from the Mayor of Brisbane chairman of the Queensland Patriotic Fund enclosing a newspaper article and report from the Administrative Committee to the General Committee of The Queensland Patriotic Fund 13 November 1914 - 19 January 1915,ITM2046870,DR25286,https://www.archivessearch.qld.gov.au/api/download_file/DR25286 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Invitation to Mr Story Under Secretary of the Department of Public Instruction and Mrs Story to attend the unveiling of the Honour Roll at Nundah State School 5 December 1916,ITM2046876,DR25291,https://www.archivessearch.qld.gov.au/api/download_file/DR25291 ,S12607,School Files Correspondence for State Schools,1910 to 1919,Brisbane City,A32,Public Instruction Department
Invitation to the Welcome Home Smoke Concert from the Queensland Railway Audit Office Staff for their fellow officers returned from active service 10 July 1919,ITM2148254,DR26964,https://www.archivessearch.qld.gov.au/api/download_file/DR26964 ,S19898,Ephemera,1910 to 1919,Brisbane City,A2192,Government Printing Office
KENNEDY Edward Intestacy file 1920 to 1938,ITM1500361,DR24601,https://www.archivessearch.qld.gov.au/api/download_file/DR24601 ,S335,Intestacy Files,Various decades,South East Queensland,A1170,Public Curator Office Brisbane
Land selection file for Perpetual Lease Selection PLS 4243 Warwick District which was taken up and later surrendered by John Leak 4 June 1919 to 27 March 1922,ITM2105361,DR26104,https://www.archivessearch.qld.gov.au/api/download_file/DR26104 ,S14050,Dead Farm Files,Various decades,Southern Downs Region,A18,Lands Department
Leave of absence application citing enlistment details by Matthew Doyle from Richmond Hill State School and follow up correspondence 27 August 1915 to 4 October 1918,ITM2048515,DR25421,https://www.archivessearch.qld.gov.au/api/download_file/DR25421 ,S12607,School Files Correspondence for State Schools,1910 to 1919,Charters Towers Region,A32,Public Instruction Department
Letter  to the Public Instruction Department from William McMullan about keeping a machine gun trophy from the Great War at Lord John Swamp School 27 April 1921 to 5 May 1921,ITM2184764,DR27298,https://www.archivessearch.qld.gov.au/api/download_file/DR27298 ,S12607,School Files Correspondence for State Schools,1920 to 1929,Southern Downs Region,A32,Public Instruction Department
Letter and accompanying guidelines to State War Councils about the administration of the Australian Soldiers Repatriation Fund Act 11 October 1916,ITM1839189,DR24654,https://www.archivessearch.qld.gov.au/api/download_file/DR24654 ,S16753,Queensland War Council Miscellaneous Files,1910 to 1919,Queensland,A1674,Queensland War Council
Letter by Mackay Sugar Manufacturers Association responding to the proclamation prohibiting exportation of sugar from the commonwealth 23 November 1914,ITM1993664,DR24566,https://www.archivessearch.qld.gov.au/api/download_file/DR24566 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Mackay Region,A112,Chief Secretarys Department
Letter from A. H. Jamieson of Mudgee New South Wales to the Premier of Queensland regarding why his previous letter which did not give consent for his son W.J. Jamieson to leave  Australia was ignored 28 September 1914,ITM1988388,DR24560,https://www.archivessearch.qld.gov.au/api/download_file/DR24560 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Letter from Barnes and Company Limited Universal Providers Allora to the Secretary of Land Settlement Committee containing a copy of their account,ITM2106552,DR26107,https://www.archivessearch.qld.gov.au/api/download_file/DR26107 ,S14050,Dead Farm Files,1920 to 1929,Southern Downs Region,A18,Lands Department
Letter from Brisbane Newspaper Co to the Under Secretary regarding foodstuff sent by them to England mentioning their wish that the Nestles Condensed Milk is distributed to the babies of Britain 1 October 1914,ITM1994556,DR24657,https://www.archivessearch.qld.gov.au/api/download_file/DR24657 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,An/a,n/a
Letter from Brisbane Newspaper Company Limited Courier to Under Secretary requesting that a travelling kitchen be sent to Seventh Battery Third Brigade from Queensland who are stationed in Gallipoli 6 October 1915,ITM1957790,DR24659,https://www.archivessearch.qld.gov.au/api/download_file/DR24659 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Brisbane City,An/a,n/a
Letter from Captain C Wood Australian Military Forces 1st Military District showing the release of Henry Hasenkamp from New South Wales concentration camps September 1919,ITM1623741,DR20751,https://www.archivessearch.qld.gov.au/api/download_file/DR20751 ,S1108,Police Staff Files AF Files,1910 to 1919,Brisbane City,A27,Police Department
Letter from Captain C Wood Australian Military Forces 1st Military District to the Commissioner of Police Brisbane regarding the arrest of Henry Hasenkamp June 1918,ITM1623745,DR20755,https://www.archivessearch.qld.gov.au/api/download_file/DR20755 ,S1108,Police Staff Files AF Files,1910 to 1919,Brisbane City,A27,Police Department
Letter from City Council Chambers to the Governor of Queensland regarding a cablegram from the Fifteenth Battalion and Fourth Brigade of the Australian Imperial Forces thanking the citizens for sending Christmas gifts 28 December 1918 to 10 January 1919,ITM2131416,DR26784,https://www.archivessearch.qld.gov.au/api/download_file/DR26784 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Letter from Goodna State School to the Premier of Queensland Mr Denham regarding donating money usually set aside to buy prizes and that the money be used as circumstances may demand 9 December 1914,ITM1993663,DR24565,https://www.archivessearch.qld.gov.au/api/download_file/DR24565 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Ipswich City,A112,Chief Secretarys Department
